Player;Squad;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xA;Gls/90;G-PK/90;Ast/90;xG/90;xA/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xA;Press%;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90
Kike Barja;Osasuna;MF,FW;24;12;636;1;1;0;1.0;0.6;0.14;0.14;0.0;0.14;0.09;La Liga;11;1.56;0.57;64.5;76.6;65.8;52.4;-0.6;31.4;0.25;1.0;1.0;1.92;31.0;1.83;52.4;2.12;0.42;52.6;0.92;5.8;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;0.0;13.5;20.92;6.83;4.33;1.83;236.83;56.92;0.33;1.17;0.42;0.0;1.92;0.48;4.25;1.33;1.83;0.83;-4.8;-0.33999999999999997
Antonio Barragán;Elche;DF;34;9;586;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;80.9;89.9;87.6;59.4;0.0;27.6;0.67;1.56;1.44;3.44;44.22;0.11;100.0;0.77;0.31;100.0;1.11;10.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;30.56;37.78;9.89;15.67;4.56;617.11;282.89;0.0;1.89;0.11;0.0;2.44;1.12;4.33;1.22;1.44;0.44;-10.1;-1.12
Ander Barrenetxea;Real Sociedad;FW,MF;20;11;547;1;1;1;0.4;1.0;0.16;0.16;0.16;0.06;0.17;La Liga;8;1.32;0.33;72.9;81.4;76.9;62.5;0.0;29.2;1.36;0.45;0.64;2.55;26.18;1.55;48.6;2.63;0.49;36.4;1.09;6.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.6;12.45;17.09;6.36;4.55;0.91;194.27;51.73;0.73;0.45;0.73;0.09;1.27;0.57;3.36;1.0;1.82;0.36;-5.8999999999999995;-0.51
Marc Bartra;Betis;DF;31;9;733;0;0;0;0.5;0.1;0.0;0.0;0.0;0.06;0.01;La Liga;5;0.61;0.00;80.4;91.1;90.8;56.4;-0.1;41.1;0.89;2.0;1.89;3.56;51.56;0.22;66.7;0.49;0.00;72.2;2.11;9.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;32.89;40.89;9.11;17.44;6.33;745.0;280.0;0.22;2.44;0.11;0.0;2.44;1.07;9.67;0.67;0.67;2.89;-9.1;-1.01
Álvaro Bastida;Cádiz;MF;17;6;197;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;79.2;88.0;93.8;50.0;0.0;18.2;0.33;0.0;0.67;1.5;10.5;0.0;0.0;0.00;0.00;12.5;0.67;4.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;7.0;8.83;3.67;2.5;0.83;122.17;14.33;0.0;0.33;0.0;0.0;0.17;0.68;2.17;0.17;0.0;0.17;-4.1;-0.68
Rodrigo Battaglia;Mallorca;MF;30;15;672;0;0;0;0.1;0.1;0.0;0.0;0.0;0.01;0.01;La Liga;3;0.40;0.00;85.0;92.5;85.1;70.9;-0.1;36.4;1.07;1.0;0.6;2.0;30.13;0.33;50.0;0.94;0.00;57.1;1.07;14.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;20.73;24.4;9.8;7.6;2.6;357.2;96.87;0.13;1.53;0.07;0.0;1.6;0.97;6.27;1.07;1.13;1.6;-14.4;-0.96
Jon Bautista;Real Sociedad;FW,MF;26;1;45;0;0;0;0.0;0.0;0.0;0.0;0.0;0.06;0.0;La Liga;1;2.00;0.00;75.0;80.0;0.0;100.0;0.0;12.5;0.0;1.0;1.0;4.0;16.0;1.0;100.0;0.00;0.00;50.0;0.00;1.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;6.0;8.0;4.0;0.0;1.0;81.0;21.0;0.0;0.0;1.0;0.0;2.0;1.6;2.0;1.0;1.0;1.0;-1.6;-1.54
Bebé;Rayo Vallecano;FW,MF;31;17;360;0;0;2;0.6;1.6;0.0;0.0;0.5;0.16;0.4;La Liga;21;5.25;0.75;61.4;76.6;65.5;45.0;0.4;23.1;0.06;0.65;0.24;0.47;13.24;1.0;68.0;5.75;0.75;57.1;1.12;5.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;5.53;9.0;2.12;2.24;1.06;118.18;36.18;0.71;0.53;0.47;0.18;0.76;0.31;1.65;0.41;0.59;0.47;-4.7;-0.15
Héctor Bellerín;Betis;DF;26;14;1236;0;0;2;0.2;1.7;0.0;0.0;0.15;0.01;0.12;La Liga;5;0.36;0.07;74.8;83.7;77.7;55.6;0.3;32.4;1.0;1.57;1.0;3.0;56.86;1.21;60.7;2.11;0.36;64.1;1.86;17.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;35.07;46.86;18.0;13.21;3.21;582.14;237.64;1.21;2.07;1.0;0.21;2.93;1.28;6.93;1.14;0.21;1.79;-17.7;-1.27
Fran Beltrán;Celta Vigo;MF;22;22;1386;0;0;0;0.2;0.4;0.0;0.0;0.0;0.01;0.03;La Liga;8;0.52;0.13;88.4;89.8;92.8;85.0;-0.4;37.2;1.09;1.0;1.36;3.18;50.05;0.45;71.4;1.23;0.13;36.8;1.23;20.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;38.09;43.09;13.59;18.09;5.91;770.68;138.77;0.27;2.86;0.18;0.05;2.18;0.92;8.09;0.45;0.82;0.64;-20.1;-0.91
Darío Benedetto;Elche;FW;31;14;590;2;2;1;2.7;0.9;0.31;0.31;0.15;0.41;0.14;La Liga;18;2.75;0.92;67.5;69.1;66.7;73.7;0.1;20.8;0.0;0.29;0.14;0.5;13.21;0.71;62.5;1.68;0.31;47.8;0.93;8.8;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;-0.7000000000000002;5.5;8.14;2.71;1.71;1.0;109.79;26.5;0.36;0.79;0.29;0.0;1.0;0.63;1.29;0.36;0.57;0.79;-6.1000000000000005;-0.22000000000000003
Iker Benito;Osasuna;FW;19;1;13;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;75.0;75.0;0;0;0.0;0.0;0.0;1.0;0.0;0.0;10.0;0.0;0.0;6.92;0.00;100.0;0.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.0;4.0;3.0;0.0;0.0;35.0;25.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0
Pedro Benito;Cádiz;FW;21;1;31;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;66.7;75.0;50.0;0;0.0;13.3;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.00;0.00;50.0;1.00;0.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;4.0;6.0;3.0;1.0;0.0;60.0;12.0;0.0;2.0;0.0;0.0;1.0;0.5;1.0;3.0;0.0;3.0;-0.5;-0.5
Karim Benzema;Real Madrid;FW;34;21;1703;17;15;7;11.8;5.7;0.9;0.79;0.37;0.63;0.3;La Liga;73;3.86;1.64;84.4;87.2;86.3;81.8;1.3;24.6;0.24;0.29;0.24;0.67;46.43;1.05;78.6;4.39;0.69;31.0;2.24;19.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.07;5.199999999999999;32.29;38.24;19.19;9.62;2.14;473.71;103.76;1.86;1.52;2.86;0.19;4.29;0.95;3.05;0.67;0.33;0.62;-8.099999999999998;-0.31999999999999995
Yuri Berchiche;Athletic Club;MF;31;1;7;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;100.0;0;100.0;0;0.0;0;0.0;0.0;0.0;0.0;2.0;0.0;0;0.00;0.00;0;3.00;0.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;25.0;8.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;-0.2;-0.2
Álex Berenguer;Athletic Club;MF;26;20;1185;0;0;2;2.7;2.3;0.0;0.0;0.15;0.21;0.17;La Liga;23;1.75;0.38;64.2;84.3;69.7;28.4;-0.3;25.2;0.8;1.65;0.55;1.75;35.35;0.95;40.4;2.51;0.23;40.0;1.50;11.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-2.7;15.5;24.15;8.6;4.95;1.45;244.75;87.05;0.9;0.9;0.55;0.25;1.6;0.57;4.6;2.0;1.0;1.4;-8.7;-0.36
Pedro Bigas;Elche;DF;31;10;817;0;0;0;0.2;0.1;0.0;0.0;0.0;0.02;0.01;La Liga;6;0.66;0.11;89.9;93.2;93.0;80.0;-0.1;34.2;1.3;1.4;1.5;3.0;60.0;0.1;50.0;0.44;0.00;68.4;0.70;12.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;45.4;50.5;13.8;23.8;7.6;972.7;369.1;0.1;2.8;0.3;0.1;2.5;1.22;5.9;0.7;0.4;1.3;-12.0;-1.2
Blanco;Real Madrid;MF;21;1;31;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;94.4;100.0;88.9;100.0;0.0;22.2;0.0;1.0;2.0;2.0;23.0;2.0;100.0;2.90;2.90;0;3.00;0.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;17.0;18.0;8.0;8.0;1.0;277.0;37.0;0.0;1.0;0.0;0.0;1.0;0.7;3.0;2.0;0.0;0.0;-0.7;-0.7
Yassine Bounou;Sevilla;GK;30;17;1530;0;0;1;0.0;0.5;0.0;0.0;0.06;0.0;0.03;La Liga;0;0.00;0.00;74.0;100.0;98.6;51.8;0.5;0;0.0;0.0;0.0;0.0;35.88;0.06;100.0;0.06;0.06;0;2.06;17.0;0;11.9;0.23;+1.9;10;0.59;80.0;52.9;2.65;4.5;0.0;0.0;25.18;34.0;3.18;12.65;9.29;765.59;364.53;0.06;0.12;0.0;0.0;0.0;1.0;3.35;0.0;0.12;0.0;-17.0;-1.0
Lucas Boyé;Elche;FW;25;17;1271;7;7;2;4.0;1.4;0.5;0.5;0.14;0.29;0.1;La Liga;36;2.55;0.99;71.5;81.5;67.4;56.8;0.6;26.2;0.71;0.94;0.53;1.82;35.94;1.94;62.3;2.20;0.57;27.6;1.06;22.7;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;3.0;13.41;18.76;8.06;3.53;1.24;202.18;28.71;0.76;0.59;0.53;0.0;1.06;1.34;3.35;1.71;2.24;1.24;-18.7;-1.05
Martin Braithwaite;Barcelona;FW;30;3;224;2;2;1;1.0;1.3;0.8;0.8;0.4;0.42;0.5;La Liga;7;2.81;1.21;79.6;89.7;75.0;50.0;-0.3;46.2;0.33;1.0;0.0;0.33;28.0;1.0;60.0;1.21;0.40;37.5;2.33;2.7;0;0;0;0;0;0;0.0;0;0.0;0.0;1.5;1.0;14.33;18.0;8.67;5.0;0.33;215.67;34.67;0.67;0.33;0.67;0.0;1.0;0.9;3.33;1.67;0.67;1.0;-1.7000000000000002;-0.48000000000000004
Darko Brašanac;Osasuna;MF;29;21;1549;0;0;1;0.9;1.1;0.0;0.0;0.06;0.05;0.07;La Liga;13;0.76;0.06;74.4;81.4;76.3;63.5;-0.1;27.9;0.71;1.05;0.71;1.76;35.33;0.57;75.0;2.21;0.23;53.8;1.33;17.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.9;21.05;28.29;10.86;7.81;1.57;338.19;72.14;0.86;1.57;0.62;0.14;1.76;0.82;6.81;1.71;0.9;2.0;-16.3;-0.7699999999999999
Claudio Bravo;Betis;GK;38;9;810;0;0;0;0.0;0.2;0.0;0.0;0.0;0.0;0.02;La Liga;0;0.00;0.00;64.0;96.4;96.0;45.9;-0.2;0.0;0.0;0.0;0.0;0.0;33.56;0.0;0;0.33;0.00;0;2.11;11.4;2;12.8;0.38;+2.8;12;1.33;64.7;22.2;3.78;2.83;0.0;0.0;20.33;31.78;3.0;8.0;9.33;724.44;492.78;0.11;0.67;0.11;0.0;0.0;1.27;3.44;0.0;0.0;0.0;-11.4;-1.27
Yan Brice Eteki;Granada;MF;24;6;131;0;0;0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;La Liga;1;0.69;0.00;73.6;80.0;81.3;50.0;0.0;27.0;0.33;0.17;0.33;0.83;12.17;0.17;33.3;0.00;0.00;66.7;1.33;2.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;6.5;8.83;3.33;2.17;0.67;112.33;23.67;0.0;0.33;0.0;0.0;0.83;0.4;4.0;1.0;0.83;1.0;-2.4;-0.38
Ante Budimir;Osasuna;FW;30;12;591;2;1;0;2.8;0.2;0.3;0.15;0.0;0.43;0.03;La Liga;14;2.13;0.91;61.9;69.3;53.7;75.0;-0.2;28.0;0.33;1.33;0.17;0.75;19.67;0.17;15.4;1.68;0.00;52.2;0.92;5.4;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-0.7999999999999998;6.92;11.17;4.33;1.83;0.25;92.67;13.67;0.08;0.5;0.17;0.08;0.42;0.45;3.58;1.42;0.67;3.92;-2.6000000000000005;-0.020000000000000018
Sergio Busquets;Barcelona;MF;33;20;1762;1;1;0;0.3;0.9;0.05;0.05;0.0;0.01;0.05;La Liga;8;0.41;0.15;87.2;92.1;90.0;77.0;-0.9;38.8;2.15;1.45;1.2;4.15;84.95;0.7;93.3;2.15;0.05;47.1;1.60;18.3;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.7;67.05;76.85;25.8;28.7;11.2;1329.5;329.7;0.95;7.6;0.65;0.0;6.55;0.92;11.7;1.9;2.1;1.65;-18.0;-0.91
Adrián Butzke;Granada;FW;22;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;0;0.00;0.00;100.0;3.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
Erick Cabaco;Getafe;DF;26;6;239;0;0;1;0.0;0.4;0.0;0.0;0.38;0.0;0.13;La Liga;0;0.00;0.00;74.4;75.0;89.7;63.9;0.6;34.8;0.0;0.67;0.67;0.83;16.0;0.0;0;0.38;0.38;83.3;1.00;2.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;9.67;13.0;1.5;4.33;3.83;262.5;100.67;0.17;1.5;0.0;0.0;1.17;0.4;2.67;0.33;0.83;0.83;-2.4;-0.4
Leandro Cabrera;Espanyol;DF;30;21;1890;1;1;0;0.9;0.1;0.05;0.05;0.0;0.04;0.01;La Liga;10;0.48;0.10;76.1;87.3;88.0;54.1;-0.1;21.8;0.48;1.14;1.48;2.19;59.29;0.19;80.0;0.67;0.19;64.3;1.29;27.2;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.09999999999999998;37.05;48.67;9.19;18.57;8.52;858.1;396.52;0.19;2.76;0.05;0.0;2.43;1.3;7.33;1.1;0.67;2.14;-26.3;-1.26
Cala;Cádiz;DF;32;12;904;0;0;0;0.6;0.0;0.0;0.0;0.0;0.06;0.0;La Liga;5;0.50;0.00;73.3;79.2;81.0;60.8;0.0;30.6;0.67;1.58;1.75;3.0;32.08;0.08;100.0;0.30;0.00;65.0;0.67;19.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;16.67;22.75;3.5;8.17;4.92;415.42;119.33;0.08;0.83;0.0;0.0;0.58;1.59;6.33;0.83;0.5;2.17;-18.5;-1.53
Calderón;Betis;DF;22;1;65;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.19;La Liga;0;0.00;0.00;91.5;94.7;85.0;100.0;-0.1;0.0;1.0;2.0;1.0;2.0;53.0;0.0;0;1.38;0.00;33.3;1.00;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;43.0;47.0;18.0;17.0;6.0;802.0;215.0;1.0;1.0;3.0;1.0;3.0;0.1;5.0;2.0;1.0;1.0;-0.1;-0.1
Fernando Calero;Espanyol;DF;26;4;209;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;80.5;89.2;95.3;33.3;0.0;54.2;0.5;0.25;1.5;2.5;38.5;0.0;0;0.43;0.43;66.7;0.25;3.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;26.75;33.25;8.25;15.25;2.0;513.25;220.5;0.0;2.0;0.0;0.0;1.5;0.75;4.75;0.0;0.75;2.0;-3.0;-0.75
Víctor Camarasa;Betis;MF,FW;27;7;108;0;0;0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;La Liga;1;0.83;0.00;85.5;80.0;96.2;85.7;0.0;21.1;0.14;0.43;0.43;0.57;10.57;0.0;0.0;0.83;0.00;100.0;1.86;2.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;6.71;7.86;2.29;3.57;0.86;127.0;27.29;0.0;0.43;0.14;0.0;0.29;0.3;1.86;0.29;0.43;0.29;-2.1;-0.29
Eduardo Camavinga;Real Madrid;MF;19;14;516;1;1;0;0.8;0.4;0.17;0.17;0.0;0.15;0.07;La Liga;6;1.05;0.52;88.7;94.5;90.3;83.3;-0.4;25.5;1.0;0.86;0.14;1.5;28.64;0.86;70.6;1.57;0.00;78.6;2.50;7.7;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.19999999999999996;21.36;24.07;8.57;9.29;3.21;410.43;85.21;0.21;1.93;0.14;0.0;1.57;0.55;3.07;1.64;1.0;0.79;-6.9;-0.4
José Campaña;Levante;MF;28;13;1030;2;2;0;1.2;0.5;0.17;0.17;0.0;0.11;0.04;La Liga;9;0.79;0.26;81.9;93.6;86.4;51.7;-0.5;29.7;0.77;0.85;1.62;3.23;56.08;0.92;52.2;2.71;0.09;48.4;0.62;16.2;0;0;0;0;0;0;0.0;0;0.0;0.0;1.5;0.8;39.38;48.08;16.92;17.15;4.62;725.31;252.31;1.08;4.23;0.54;0.08;5.0;1.25;8.0;1.31;1.54;1.15;-15.0;-1.14
Sergio Canales;Betis;MF;30;21;1648;3;3;5;3.6;3.3;0.16;0.16;0.27;0.2;0.18;La Liga;35;1.91;0.60;83.3;89.0;89.7;66.0;1.7;32.6;0.81;0.67;0.57;1.62;59.86;0.95;58.8;3.71;0.60;27.0;1.90;21.5;0;0;0;0;0;0;0.0;0;0.0;0.0;3.67;-0.6000000000000001;43.43;52.14;19.71;16.19;5.9;791.95;199.1;1.76;4.38;2.05;0.19;5.43;1.02;6.95;0.71;1.33;0.48;-17.9;-0.8200000000000001
Álex Cantero;Levante;FW,MF;21;15;315;0;0;0;1.7;0.0;0.0;0.0;0.0;0.47;0.0;La Liga;7;2.00;0.86;70.9;82.1;73.3;50.0;0.0;27.1;0.13;0.0;0.0;0.13;5.73;0.4;54.5;1.71;0.00;0.0;0.40;4.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.7;2.6;3.67;1.53;0.73;0.13;38.33;12.4;0.0;0.07;0.13;0.07;0.4;0.29;0.87;0.6;0.33;0.0;-2.7;0.18
Étienne Capoue;Villarreal;MF;33;18;1446;0;0;0;0.2;0.2;0.0;0.0;0.0;0.01;0.01;La Liga;6;0.37;0.19;89.0;93.8;90.1;75.8;-0.2;33.2;1.33;0.78;1.39;3.39;55.72;0.89;69.6;1.06;0.06;59.7;1.33;17.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;41.5;46.61;17.5;19.67;4.0;764.44;172.89;0.17;4.11;0.28;0.0;3.78;0.99;7.44;2.0;1.61;2.06;-17.6;-0.98
Isaac Carcelen;Cádiz;DF,MF;28;18;1288;0;0;0;0.2;0.3;0.0;0.0;0.0;0.01;0.02;La Liga;7;0.49;0.14;74.0;85.5;82.8;47.0;-0.3;28.9;1.17;2.11;1.94;4.44;42.72;0.56;50.0;1.19;0.00;41.2;0.89;22.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;23.44;31.67;9.17;11.0;3.0;452.67;169.28;0.5;1.94;0.39;0.22;2.06;1.27;7.17;1.0;0.89;0.78;-22.6;-1.26
Cárdenas;Levante;GK;24;9;810;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;69.5;100.0;100.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;33.67;0.0;0;0.22;0.00;0;0.33;11.2;0;12.6;0.32;-4.4;17;1.89;55.9;22.2;3.78;2.0;0.0;0.0;21.78;31.33;4.67;9.67;7.22;629.56;366.0;0.11;0.33;0.0;0.0;0.0;1.24;4.56;0.0;0.0;0.0;-11.2;-1.24
Carlo;Villarreal;MF;20;1;7;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;100.0;0;100.0;0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0;0.00;0.00;0;3.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;4.0;0.0;86.0;24.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Diego Carlos;Sevilla;DF;28;21;1889;2;2;0;1.9;0.3;0.1;0.1;0.0;0.09;0.02;La Liga;17;0.81;0.24;88.8;96.2;95.5;73.0;-0.3;42.3;1.29;1.9;1.57;3.05;77.19;0.05;50.0;0.52;0.10;66.7;2.05;19.4;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;0.10000000000000009;59.76;67.33;13.14;32.33;13.81;1434.38;398.33;0.1;2.86;0.33;0.0;2.62;0.92;8.95;1.0;0.62;2.76;-17.5;-0.8300000000000001
Yannick Carrasco;Atlético Madrid;MF;28;20;1574;2;2;5;2.4;3.6;0.11;0.11;0.29;0.14;0.21;La Liga;28;1.60;0.23;77.8;87.7;79.2;48.8;1.4;30.6;0.65;0.45;1.15;2.05;49.1;2.35;64.4;3.60;0.40;40.9;1.80;13.4;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;-0.3999999999999999;30.3;38.95;17.4;9.9;2.05;466.9;143.65;1.65;1.5;1.55;0.3;2.9;0.67;5.6;0.8;1.3;0.45;-11.0;-0.53
Guido Carrillo;Elche;FW,MF;30;15;512;0;0;0;1.6;0.1;0.0;0.0;0.0;0.28;0.02;La Liga;11;1.93;1.05;64.6;71.4;64.9;42.9;-0.1;29.7;0.2;0.27;0.2;0.47;13.6;0.2;42.9;1.58;0.00;47.3;1.07;6.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.6;5.6;8.67;3.33;1.6;0.2;72.27;10.67;0.13;0.4;0.07;0.07;0.13;0.46;1.93;1.07;0.87;2.33;-5.300000000000001;-0.18
Dani Carvajal;Real Madrid;DF;30;12;764;1;1;0;0.4;0.8;0.12;0.12;0.0;0.05;0.09;La Liga;5;0.59;0.12;85.4;89.0;87.5;81.9;-0.8;24.8;0.92;1.67;1.17;2.67;56.67;0.25;27.3;1.88;0.12;36.4;2.67;9.1;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.6;42.25;49.5;17.5;17.5;6.42;790.5;195.67;0.75;1.67;1.0;0.25;2.5;0.76;6.0;1.17;0.5;0.33;-8.7;-0.71
William Carvalho;Betis;MF;29;20;1033;0;0;2;1.6;1.3;0.0;0.0;0.17;0.14;0.11;La Liga;22;1.92;0.70;87.1;88.9;91.3;76.9;0.7;29.6;1.0;0.75;0.65;2.0;43.8;1.35;77.1;2.61;0.35;52.8;1.95;18.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.6;31.8;36.5;14.05;13.2;4.15;582.8;156.5;0.65;3.9;0.7;0.0;4.05;0.92;6.25;0.9;1.35;0.95;-16.7;-0.78
Casemiro;Real Madrid;MF;29;20;1670;0;0;3;1.6;1.7;0.0;0.0;0.16;0.08;0.09;La Liga;27;1.46;0.27;86.0;90.9;87.2;80.6;1.3;39.8;2.45;2.0;1.9;5.3;74.9;0.45;56.3;2.10;0.43;73.7;2.20;19.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.6;53.5;62.2;20.45;21.5;10.0;1092.25;286.8;0.8;5.6;0.7;0.05;4.8;0.98;11.25;2.35;1.35;3.65;-18.099999999999998;-0.9
Kiko Casilla;Elche;GK;35;12;1080;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.01;La Liga;0;0.00;0.00;64.1;100.0;98.1;44.1;-0.1;0;0.0;0.08;0.0;0.0;36.92;0.0;0;0.33;0.00;0;0.83;15.9;0;13.7;0.25;-1.3;15;1.25;72.2;25.0;4.5;3.6;0.0;0.0;21.75;33.92;3.58;8.42;9.42;704.17;462.17;0.17;0.17;0.0;0.0;0.0;1.32;5.58;0.0;0.08;0.0;-15.9;-1.32
Catena;Rayo Vallecano;DF;27;20;1800;1;1;1;1.2;0.6;0.05;0.05;0.05;0.06;0.03;La Liga;12;0.60;0.20;82.0;88.9;91.9;68.4;0.4;40.4;0.75;1.0;1.6;3.0;55.8;0.2;57.1;1.00;0.10;73.7;1.55;24.8;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.19999999999999996;38.2;46.6;7.6;18.75;11.6;968.8;382.3;0.25;2.4;0.1;0.0;2.25;1.24;8.15;0.8;0.55;3.5;-23.6;-1.18
Dani Ceballos;Real Madrid;MF;25;1;21;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;85.7;100.0;85.7;50.0;0.0;50.0;1.0;1.0;1.0;2.0;19.0;0.0;0;0.00;0.00;0;3.00;1.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;12.0;14.0;5.0;6.0;1.0;203.0;98.0;0.0;0.0;0.0;0.0;0.0;1.1;1.0;1.0;2.0;0.0;-1.1;-1.1
Franco Cervi;Celta Vigo;MF;27;21;982;2;2;2;1.1;1.0;0.18;0.18;0.18;0.1;0.09;La Liga;8;0.73;0.27;74.2;87.5;75.6;43.8;1.0;27.1;1.24;1.52;0.95;2.71;27.0;0.38;38.1;1.56;0.37;34.3;1.24;13.2;0;0;0;0;0;0;0.0;0;0.0;0.0;1.5;0.8999999999999999;14.62;19.71;8.33;4.57;1.0;222.81;58.95;0.38;0.81;0.38;0.14;1.24;0.63;4.81;0.52;1.19;0.57;-12.1;-0.53
Chapela;Cádiz;MF,FW;22;9;398;0;0;0;0.1;0.2;0.0;0.0;0.0;0.02;0.03;La Liga;3;0.68;0.00;62.9;68.0;71.4;50.0;-0.2;21.5;0.22;0.78;0.67;1.33;14.56;0.22;40.0;1.13;0.23;50.0;0.78;8.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;6.22;9.89;1.89;2.78;1.22;141.0;63.44;0.22;1.0;0.11;0.0;1.56;0.91;3.56;0.56;0.78;0.67;-8.1;-0.89
